n_cltr_u,n_cltr_i,n_epochs,random_state,rmse,mae,fcp
4,2,50,2024,1.0020089553903857,0.6298004512496495,0.5019310041399502
4,3,10,2024,1.0264784326754652,0.6412729792513499,0.502070194905018
4,3,20,2024,1.0380672562834097,0.6460902473253675,0.5017549587384479
4,3,30,2024,1.0516659951769798,0.6541519367052645,0.5026000028889916
4,3,40,2024,1.0562813487187195,0.6569585226923309,0.5029533139194478
4,3,50,2024,1.0556730341237675,0.6565994552469943,0.5026138168831111
4,4,10,2024,1.0451834352780929,0.6460521313747207,0.5047361551869733
4,4,20,2024,1.0843738524673792,0.6713739407835753,0.5015381585576668
4,4,30,2024,1.0918996101157696,0.6763329959932727,0.4980252114665461
4,4,40,2024,1.097037390615875,0.6794315590647813,0.4968927234478734
4,4,50,2024,1.1010135273614745,0.6822548274383375,0.49624449427648953
4,5,10,2024,1.0401700390753166,0.644075035593177,0.5003188099840205
4,5,20,2024,1.0609983695743133,0.6566418836458239,0.4977293224174201
4,5,30,2024,1.0621907919645799,0.6571595267867983,0.4987753516083025
4,5,40,2024,1.0623468448754383,0.6571917830355796,0.49885438334065046
4,5,50,2024,1.0626650517283847,0.6574394146396605,0.4990260851928626
5,1,10,2024,0.9931552063437215,0.6287962576475896,0.497762493113033
5,1,20,2024,0.9931552063437215,0.6287962576475896,0.497762493113033
5,1,30,2024,0.9931552063437217,0.6287962576475896,0.497762493113033
5,1,40,2024,0.9931552063437215,0.6287962576475896,0.497762493113033
5,1,50,2024,0.9931552063437215,0.6287962576475896,0.497762493113033
5,2,10,2024,1.0040263144946804,0.6312841729789946,0.5059449383820204
5,2,20,2024,1.0062600374318438,0.6311335267118864,0.5060859723202363
5,2,30,2024,1.0070486093528828,0.6313463702432888,0.5058391037245179
5,2,40,2024,1.0070361220432757,0.6313473139277569,0.5056263034330167
5,2,50,2024,1.0071650499837346,0.6315025487068511,0.5057917439388535
5,3,10,2024,1.0291770594402045,0.6385513377990303,0.501276788993699
5,3,20,2024,1.040380784013827,0.6450567047198089,0.5011204111508033
5,3,30,2024,1.04994130758693,0.6506530653913254,0.50093334914099
5,3,40,2024,1.057311858964863,0.6552198776615096,0.500851156192944
5,3,50,2024,1.0624030815982475,0.658197654337173,0.5010100496425448
5,4,10,2024,1.0554088622142959,0.6522481545405865,0.498684180908944
5,4,20,2024,1.0871908014352243,0.6726811852882982,0.49727467029744804
5,4,30,2024,1.1112466250099735,0.6853585303308221,0.4976523637581397
5,4,40,2024,1.121776110138946,0.6931685949861442,0.499087963779723
5,4,50,2024,1.1276523182501814,0.697284381047369,0.49957864929660484
5,5,10,2024,1.0400903209712513,0.6400100275203825,0.49636064778715616
5,5,20,2024,1.0670303591320678,0.6563558778857032,0.4977882642649957
5,5,30,2024,1.0832215260990614,0.6662003427220059,0.49889418052746015
5,5,40,2024,1.104048907868192,0.6791064217074292,0.5004499133828674
5,5,50,2024,1.1119263614797206,0.6843785070072762,0.499568759985228
